pl_name,hostname,pl_orbper,pl_radj,pl_bmassj,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass
HAT-P-8 b,HAT-P-8,3.07634,1.4,1.28,0.0,nan,6200.0,1.57,1.27
HAT-P-9 b,HAT-P-9,3.92281072,1.393,0.749,0.084,1540.0,6350.0,1.34,1.28
HD 100655 b,HD 100655,157.57001,nan,1.61,0.09,nan,4891.0,10.06,2.28
Kepler-765 b,Kepler-765,27.6655226,0.217,nan,nan,nan,5901.0,1.06,1.05
HD 100777 b,HD 100777,383.0,nan,1.23,0.38,nan,nan,nan,1.08
HD 10180 c,HD 10180,5.75969,nan,0.0416,0.073,nan,5911.0,1.11,1.06
HD 10180 d,HD 10180,16.357,nan,0.0378,0.131,nan,5911.0,1.11,1.06
HD 10180 e,HD 10180,49.748,nan,0.0805,0.051,nan,5911.0,1.11,1.06
HD 10180 f,HD 10180,122.744,nan,0.0722,0.119,nan,5911.0,1.11,1.06
HD 10180 g,HD 10180,604.67,nan,0.0732,0.263,nan,5911.0,1.11,1.06
HD 10180 h,HD 10180,2205.0,nan,0.2066,0.095,nan,5911.0,1.11,1.06
HD 101930 b,HD 101930,70.46,nan,0.25,0.11,nan,5108.0,0.86,0.57
HD 102117 b,HD 102117,20.8133,nan,0.17,0.12,nan,5655.0,1.23,1.06
HD 102195 b,HD 102195,4.11377,nan,0.41,0.0,nan,5301.0,0.82,0.76
Kepler-763 d,Kepler-763,6.50327035,0.149,nan,0.0,804.0,4999.0,0.84,0.8
HD 102272 b,HD 102272,127.58,nan,4.94,0.05,nan,4790.0,10.3,1.45
HD 102329 b,HD 102329,778.09998,nan,8.16,0.21,nan,4745.0,9.82,3.21
HD 102365 b,HD 102365,122.1,nan,0.05,0.34,nan,5630.0,nan,0.85
HD 102956 b,HD 102956,6.4947,nan,0.96,0.037,nan,4985.0,4.55,1.66
HD 103197 b,HD 103197,47.84,nan,0.09,0.0,nan,5250.0,0.88,0.8
HD 104067 b,HD 104067,55.851,nan,0.19539,0.123,nan,4952.0,0.78,0.82
HD 104985 b,HD 104985,199.68,nan,5.559,0.047,nan,4738.0,11.12,1.22
HD 106252 b,HD 106252,1531.0,nan,6.93,0.48,nan,5874.0,1.1,1.01
HD 106270 b,HD 106270,1888.0,nan,10.13,0.185,nan,5509.0,2.66,1.39
HD 10647 b,HD 10647,989.2,nan,0.94,0.15,nan,6218.0,1.1,1.11
HD 10697 b,HD 10697,1075.3799,nan,5.743,0.104,nan,nan,nan,0.99
HD 107148 b,HD 107148,48.056,nan,0.21,0.05,nan,5797.0,nan,1.12
HD 108147 b,HD 108147,10.8985,nan,0.261,0.53,nan,6255.73,1.21,1.22
HD 108863 b,HD 108863,437.7,nan,2.414,0.032,nan,4878.0,5.74,1.59
HD 108874 b,HD 108874,394.48123,nan,1.42,0.13,nan,5600.0,1.05,1.1
HD 108874 c,HD 108874,1624.0,nan,0.99,0.239,nan,5551.0,nan,0.95
HD 109246 b,HD 109246,68.27,nan,0.86,0.12,nan,5844.0,1.07,1.2
HD 109749 b,HD 109749,5.239891,nan,0.27,0.0,nan,5824.0,1.22,1.13
HD 110014 b,HD 110014,835.477,nan,11.09,0.462,nan,4445.0,20.9,2.17
HD 111232 b,HD 111232,1169.13202,nan,7.965,0.214,nan,nan,nan,0.96
HD 113538 b,HD 113538,663.2,nan,0.36,0.14,nan,4462.0,0.53,0.58
HD 113538 c,HD 113538,1818.0,nan,0.93,0.2,nan,4462.0,0.53,0.58
HD 114386 b,HD 114386,937.70001,nan,1.14,0.23,nan,4836.0,0.76,0.6
HD 114729 b,HD 114729,1121.79,nan,0.825,0.079,nan,5844.0,1.47,0.94
HD 114783 b,HD 114783,493.7,nan,1.1,0.144,nan,5135.0,nan,0.85
HD 11506 b,HD 11506,1617.7,nan,4.8,0.379,nan,6123.0,nan,1.22
HD 11506 c,HD 11506,223.92,nan,0.4,0.228,nan,6123.0,nan,1.22
HD 116029 b,HD 116029,670.0,nan,1.4,0.0,nan,4819.0,4.89,0.83
HD 117207 b,HD 117207,2621.75,nan,1.926,0.157,nan,5732.0,1.07,1.05
HD 117618 b,HD 117618,25.8,nan,0.174,0.15,nan,5990.0,nan,1.08
HD 118203 b,HD 118203,6.134989,1.12,2.182,0.301,1371.0,5788.0,2.03,1.22
HD 11964 b,HD 11964,1945.0,nan,0.622,0.041,nan,5303.0,2.01,0.91
HD 11964 c,HD 11964,37.91,nan,0.0788,0.3,nan,5303.0,2.01,0.91
HD 11977 b,HD 11977,711.0,nan,6.54,0.4,nan,4970.0,10.09,1.91
HD 121504 b,HD 121504,63.33,nan,1.51,0.03,nan,6027.0,1.07,1.62
HD 125595 b,HD 125595,9.6737,nan,0.02,0.0,nan,4691.0,0.74,0.29
HD 125612 b,HD 125612,557.69994,nan,2.974,0.446,nan,nan,nan,1.05
HD 125612 c,HD 125612,4.15466,nan,0.049,0.149,nan,nan,nan,1.05
HD 125612 d,HD 125612,2822.72698,nan,7.178,0.115,nan,nan,nan,1.05
Kepler-744 b,Kepler-744,12.06222443,0.145,nan,nan,nan,5594.0,0.93,0.94
HD 126525 b,HD 126525,960.41,nan,0.237,0.035,nan,5638.0,0.98,0.9
HD 126614 b,HD 126614,1257.25303,nan,0.339,0.548,nan,nan,nan,0.96
HD 12661 b,HD 12661,262.70862,nan,2.43,0.38,nan,5645.0,1.2,1.2
HD 12661 c,HD 12661,1708.0,nan,1.812,0.031,nan,5748.0,1.11,1.02
HD 128311 b,HD 128311,453.019,nan,1.769,0.303,nan,nan,0.76,0.83
HD 128311 c,HD 128311,921.538,nan,3.789,0.159,nan,nan,0.76,0.83
HD 129445 b,HD 129445,1840.0,nan,1.6,0.7,nan,nan,nan,0.99
HD 130322 b,HD 130322,10.70871,nan,1.15,0.029,nan,5387.0,0.85,0.92
HD 131496 b,HD 131496,896.0,nan,1.8,0.181,nan,4846.0,4.44,1.34
Kepler-764 b,Kepler-764,7.33683936,0.146,nan,nan,nan,5557.0,0.89,0.92
HD 13189 b,HD 13189,471.60001,nan,10.95,0.27,nan,4175.0,38.41,2.24
HD 132406 b,HD 132406,908.0,nan,5.94,0.25,nan,nan,nan,0.97
HD 132563 b,HD 132563,1544.0,nan,1.49,0.22,nan,6289.0,1.3,1.23
HD 134060 b,HD 134060,3.2696,nan,0.0318,0.45,nan,5966.0,nan,1.09
HD 134060 c,HD 134060,1291.5646,nan,0.0922,0.11,nan,5966.0,nan,1.09
HD 134987 b,HD 134987,258.17999,nan,1.61,0.23,nan,5736.0,1.22,1.1
HD 134987 c,HD 134987,5000.0,nan,0.82,0.12,nan,5585.0,1.25,1.1
HD 136352 b,HD 136352,11.57797,0.148,0.01485,0.0,905.0,5664.0,1.06,0.87
HD 136352 c,HD 136352,27.59221,0.26,0.03536,0.0,677.0,5664.0,1.06,0.87
HD 136352 d,HD 136352,107.245,0.229,0.02775,0.0,431.0,5664.0,1.06,0.87
Kepler-112 b,Kepler-112,8.408878,0.211,nan,nan,nan,5544.0,0.84,nan
HD 136418 b,HD 136418,464.29999,nan,2.14,0.25,nan,4989.0,3.78,1.48
HD 137388 b,HD 137388,330.0,nan,0.2,0.36,nan,5181.0,0.88,0.68
HD 13808 b,HD 13808,14.1815,nan,0.03524,0.071,nan,5035.0,0.78,0.77
HD 13808 c,HD 13808,53.753,nan,0.03134,0.156,nan,5035.0,0.78,0.77
HD 13931 b,HD 13931,4218.0,nan,2.2,0.02,nan,5867.0,1.25,1.3
HD 139357 b,HD 139357,1124.79139,nan,19.871,0.099,nan,nan,nan,2.69
HD 141937 b,HD 141937,653.21997,nan,9.69,0.41,nan,5870.0,1.03,1.09
HD 142022 A b,HD 142022 A,1928.0,nan,4.44,0.53,nan,5421.0,1.04,0.9
HD 142245 b,HD 142245,1299.0,nan,3.07,0.0,nan,4922.0,4.63,3.5
HD 142415 b,HD 142415,386.29999,nan,1.67,0.5,nan,5940.0,1.04,1.07
Kepler-267 b,Kepler-267,3.353728,0.177,nan,nan,nan,4258.0,0.56,nan
HD 142 b,HD 142,351.43394,nan,1.249,0.158,nan,nan,nan,1.21
HD 143361 b,HD 143361,1039.15,nan,3.532,0.197,nan,5507.0,0.92,0.97
HD 145377 b,HD 145377,103.95,nan,6.02,0.31,nan,6014.0,1.05,1.2
HD 145457 b,HD 145457,176.13,nan,2.794,0.111,nan,4757.0,9.9,1.9
HD 1461 b,HD 1461,5.77152,nan,0.02026,0.172,nan,5765.0,nan,1.02
HD 1461 c,HD 1461,13.5052,nan,0.01759,0.305,nan,5765.0,nan,1.02
HD 147018 b,HD 147018,44.236,nan,2.12,0.4686,nan,5441.0,nan,0.93
HD 147018 c,HD 147018,1008.0,nan,6.56,0.133,nan,5441.0,nan,0.93
HD 147513 b,HD 147513,528.4,nan,1.21,0.26,nan,5883.0,nan,1.11
HD 148156 b,HD 148156,1027.0,nan,0.85,0.52,nan,6308.0,1.21,1.22
HD 148427 b,HD 148427,331.5,nan,1.3,0.16,nan,5025.0,3.86,1.64
HD 149026 b,HD 149026,2.87589,0.74,0.38,0.0,nan,6179.0,1.41,1.42
HD 149143 b,HD 149143,4.07182,nan,1.33,0.0167,nan,5856.0,1.44,1.2
HD 1502 b,HD 1502,428.5,nan,2.75,0.031,nan,4947.0,4.67,1.46
HD 152079 b,HD 152079,2918.92,nan,2.661,0.532,nan,5907.0,1.13,1.15
HD 152581 b,HD 152581,686.5,nan,1.869,0.04,nan,5027.0,5.14,1.3
HD 153950 b,HD 153950,499.39999,nan,2.95,0.34,nan,6124.0,1.28,1.25
HD 154345 b,HD 154345,3341.55884,nan,0.82,0.04,nan,5468.0,0.85,0.71
HD 154672 b,HD 154672,163.94,nan,5.37,0.61,nan,5743.0,1.32,1.18
HD 154857 b,HD 154857,408.60001,nan,2.45,0.46,nan,5589.0,2.3,1.96
HD 155358 b,HD 155358,194.3,nan,0.99,0.17,nan,5905.0,1.38,1.15
HD 155358 c,HD 155358,391.9,nan,0.82,0.16,nan,5900.0,nan,0.92
HD 156279 b,HD 156279,133.40355,nan,9.432,0.647,nan,nan,nan,0.94
HD 156411 b,HD 156411,842.2,nan,0.74,0.22,nan,5900.0,2.16,1.25
HD 156668 b,HD 156668,4.6455,nan,0.013,0.0,nan,4850.0,0.72,0.77
HD 156846 b,HD 156846,359.51001,nan,10.67,0.85,nan,6090.0,1.9,1.38
HD 158038 b,HD 158038,521.0,nan,1.53,0.29,nan,4860.0,4.5,1.3
HD 159868 b,HD 159868,1184.1,nan,2.218,0.024,nan,5534.0,2.13,1.19
HD 160691 b,HD 160691,645.0,nan,4.3,nan,nan,5773.0,1.33,1.13
HD 160691 c,HD 160691,3947.0,nan,4.4,nan,nan,5773.0,1.33,1.13
HD 160691 d,HD 160691,9.6392,nan,nan,nan,nan,5773.0,1.33,1.13
HD 160691 e,HD 160691,307.9,nan,7.0,nan,nan,5773.0,1.33,1.13
HD 16141 b,HD 16141,75.523,nan,0.26,0.25,nan,5757.0,1.48,1.11
HD 16175 b,HD 16175,990.0,nan,5.1,0.6,nan,5981.0,1.72,1.63
HD 162020 b,HD 162020,8.4282,nan,9.84,0.28,nan,4723.0,0.75,0.42
HD 163607 b,HD 163607,75.2203,nan,0.7836,0.7441,nan,5522.0,1.76,1.12
HD 163607 c,HD 163607,1272.0,nan,2.201,0.08,nan,5522.0,1.76,1.12
HD 16417 b,HD 16417,17.24,nan,0.0696,0.2,nan,nan,nan,1.2
HD 164509 b,HD 164509,280.17,nan,0.443,0.238,nan,5859.0,1.11,1.12
HD 164604 b,HD 164604,641.472,nan,1.99792,0.35,nan,4684.0,nan,0.77
HD 164922 b,HD 164922,1207.0,nan,0.36497,0.08,nan,5390.0,0.95,0.93
HD 167042 b,HD 167042,417.67,nan,1.397,0.01,nan,4919.0,4.63,1.39
HD 168443 b,HD 168443,58.11187,nan,7.628,0.53,nan,nan,nan,0.98
HD 168443 c,HD 168443,1753.1096,nan,17.306,0.21,nan,nan,nan,0.98
HD 168746 b,HD 168746,6.404,nan,0.27,0.11,nan,5570.0,1.09,1.07
HD 1690 b,HD 1690,533.0,nan,8.79,0.64,nan,4374.0,21.66,1.86
HD 169830 b,HD 169830,225.67372,nan,2.531,0.294,nan,nan,nan,1.17
HD 169830 c,HD 169830,1818.82339,nan,7.669,0.246,nan,nan,nan,1.17
HD 170469 b,HD 170469,1145.0,nan,0.66,0.11,nan,5842.0,1.24,1.1
HD 17092 b,HD 17092,359.89999,nan,10.13,0.17,nan,4326.0,13.58,6.73
Kepler-762 b,Kepler-762,3.7705521,1.131,nan,nan,nan,5944.0,1.08,1.06
HD 171028 b,HD 171028,550.0,nan,2.62,0.59,nan,5671.0,2.47,1.53
HD 171238 b,HD 171238,1532.0,nan,2.72,0.234,nan,5440.0,1.01,0.96
HD 17156 b,HD 17156,21.21663,1.1,3.51,0.68,nan,6040.0,1.55,1.41
HD 173416 b,HD 173416,322.03,nan,1.841,0.208,nan,4683.0,13.5,2.0
HD 175167 b,HD 175167,1175.0,nan,14.8,0.51,nan,nan,nan,1.09
HD 175541 b,HD 175541,298.43,nan,0.598,0.11,nan,5013.0,4.19,1.39
HD 177830 b,HD 177830,410.10001,nan,1.69,0.1,nan,4901.0,3.26,1.7
HD 177830 c,HD 177830,110.9,nan,0.15,0.3,nan,4949.0,2.62,1.47
HD 178911 B b,HD 178911 B,71.484,nan,8.03,0.11,nan,5588.0,1.08,1.24
HD 179079 b,HD 179079,14.479,nan,0.081,0.049,nan,5646.0,1.63,1.14
HD 179949 b,HD 179949,3.092514,nan,0.916,0.022,nan,6168.0,nan,1.21
HD 180902 b,HD 180902,510.9,nan,1.685,0.107,nan,4961.0,4.16,1.41
HD 181342 b,HD 181342,564.1,nan,2.54,0.022,nan,4945.0,4.71,1.69
HD 181433 b,HD 181433,9.3743,nan,0.02,0.4,nan,4918.0,0.79,0.63
HD 181433 c,HD 181433,962.0,nan,0.64,0.28,nan,4962.0,nan,0.78
HD 181433 d,HD 181433,2172.0,nan,0.54,0.48,nan,4962.0,nan,0.78
HD 181720 b,HD 181720,956.0,nan,0.4,0.26,nan,5736.0,1.5,1.03
HD 183263 b,HD 183263,624.87404,nan,3.471,0.383,nan,nan,nan,1.06
HD 183263 c,HD 183263,4667.97841,nan,9.31,0.051,nan,nan,nan,1.06
HD 185269 b,HD 185269,6.83776,nan,1.01,0.229,nan,5923.0,2.0,1.3
HD 187085 b,HD 187085,1019.74,nan,0.836,0.251,nan,6117.0,1.27,1.19
HD 187123 b,HD 187123,3.0965828,nan,0.523,0.0103,nan,5790.0,1.15,1.04
HD 187123 c,HD 187123,3810.0,nan,1.99,0.252,nan,5790.0,1.15,1.04
HD 18742 b,HD 18742,766.0,nan,3.4,0.04,nan,4940.0,5.13,1.36
HD 188015 b,HD 188015,461.2,nan,1.5,0.137,nan,5746.0,nan,1.09
HD 189733 b,HD 189733,2.21857567,1.13,1.13,0.0,nan,5052.0,0.75,0.79
HD 190360 b,HD 190360,2854.0,nan,1.8,0.34,150.0,nan,nan,1.0
HD 190360 c,HD 190360,17.111,nan,0.06,0.237,nan,5549.0,1.17,0.98
HD 190647 b,HD 190647,1176.45,nan,1.985,0.224,nan,5656.0,1.38,1.07
HD 190984 b,HD 190984,4885.0,nan,3.1,0.57,nan,5988.0,1.53,0.91
HD 192263 b,HD 192263,24.3556,nan,0.56,0.05,nan,4976.0,0.74,0.66
HD 192310 b,HD 192310,74.72,nan,0.0532,0.13,355.0,5166.0,nan,0.8
HD 192310 c,HD 192310,525.8,nan,0.076,0.32,185.0,5166.0,nan,0.8
HD 192699 b,HD 192699,340.94,nan,2.096,0.082,nan,5041.0,4.41,1.38
HD 195019 b,HD 195019,18.20132,nan,3.98,0.01,nan,5751.0,1.48,1.21
HD 196050 b,HD 196050,1392.0,nan,4.7,0.2,nan,nan,nan,1.27
HD 196885 A b,HD 196885 A,1333.0,nan,2.58,0.48,nan,6254.0,1.31,1.28
HD 197037 b,HD 197037,1035.7,nan,0.79,0.22,nan,6150.0,nan,1.11
HD 19994 b,HD 19994,466.2,nan,1.37,0.063,nan,6188.0,nan,1.36
HD 20003 b,HD 20003,11.8482,nan,0.0367,0.36,nan,5494.0,nan,0.88
Kepler-1713 b,Kepler-1713,18.01160049,0.153,nan,nan,nan,6477.0,1.46,1.3
Kepler-781 b,Kepler-781,13.2140732,0.258,nan,nan,nan,5162.0,0.78,0.81
HD 20003 c,HD 20003,33.9239,nan,0.0454,0.1,nan,5494.0,nan,0.88
HD 200964 b,HD 200964,606.3,nan,1.599,0.087,nan,4982.0,4.92,1.39
HD 200964 c,HD 200964,852.5,nan,1.214,0.243,nan,4982.0,4.92,1.39
HD 202206 c,HD 202206,1260.0,nan,17.9,0.22,nan,5766.0,1.04,1.07
HD 2039 b,HD 2039,1120.0,nan,6.29,0.71,nan,5945.0,1.19,1.23
HD 204313 b,HD 204313,2041.11539,nan,4.615,0.1,nan,nan,nan,1.03
HD 204313 c,HD 204313,34.95875,nan,0.054,0.059,nan,nan,nan,1.03
HD 204941 b,HD 204941,1733.0,nan,0.23,0.37,nan,5026.0,0.78,0.58
HD 205739 b,HD 205739,279.8,nan,1.37,0.27,nan,6176.0,1.33,1.22
HD 206610 b,HD 206610,673.2,nan,2.036,0.1,nan,4842.0,6.12,1.55
Kepler-783 c,Kepler-783,7.05395,0.208,nan,nan,nan,5411.49,0.87,0.94
HD 20781 b,HD 20781,5.3135,nan,0.0061,0.1,nan,5256.0,nan,0.7
HD 20781 c,HD 20781,13.8905,nan,0.0168,0.09,nan,5256.0,nan,0.7
HD 20782 b,HD 20782,597.0643,nan,1.4878,0.95,nan,5782.13,1.13,1.04
HD 20794 b,HD 20794,18.315,nan,0.0085,0.0,660.0,5401.0,nan,0.7
HD 20794 c,HD 20794,40.114,nan,0.0076,0.0,508.0,5401.0,nan,0.7
HD 20794 d,HD 20794,90.309,nan,0.015,0.0,388.0,5401.0,nan,0.7
HD 208487 b,HD 208487,130.08,nan,0.52,0.24,nan,6067.0,nan,1.13
HD 20868 b,HD 20868,380.85001,nan,1.25,0.75,nan,4802.0,0.76,0.39
HD 209458 b,HD 209458,3.52474859,1.39,0.73,0.0,nan,6091.0,1.19,1.23
HD 210277 b,HD 210277,442.19,nan,1.29,0.48,nan,5538.0,1.07,1.01
HD 210702 b,HD 210702,355.5,nan,1.515,0.071,nan,4912.0,4.54,1.33
HD 212301 b,HD 212301,2.24571,nan,0.51,0.0,nan,6239.0,1.16,1.55
HD 212771 b,HD 212771,380.7,nan,2.39,0.076,nan,5003.0,5.27,1.56
HD 213240 b,HD 213240,882.70001,nan,5.58,0.42,nan,5979.0,1.51,1.57
HD 215152 b,HD 215152,5.75999,nan,0.00572,0.0,nan,4935.0,0.73,0.77
HD 215152 c,HD 215152,7.28243,nan,0.00541,0.0,nan,4935.0,0.73,0.77
HD 215497 b,HD 215497,3.93404,nan,0.02,0.16,nan,5110.0,0.85,0.67
HD 215497 c,HD 215497,566.0,nan,0.35,0.47,nan,nan,nan,0.92
HD 216435 b,HD 216435,1311.0,nan,1.26,0.07,nan,5999.0,nan,1.3
HD 216437 b,HD 216437,1359.0,nan,4.2,0.31,nan,nan,nan,1.22
HD 216770 b,HD 216770,118.45,nan,0.57,0.37,nan,5399.0,0.93,0.74
HD 21693 b,HD 21693,22.6786,nan,0.0259,0.12,nan,5430.0,nan,0.8
HD 21693 c,HD 21693,53.7357,nan,0.0547,0.07,nan,5430.0,nan,0.8
HD 217107 b,HD 217107,7.12682,nan,1.3,0.13,nan,5622.0,1.11,1.0
HD 217107 c,HD 217107,4270.0,nan,2.6,0.517,nan,5575.0,1.2,0.98
HD 217786 b,HD 217786,1301.36009,nan,13.852,0.311,nan,nan,nan,1.14
HD 218566 b,HD 218566,225.7,nan,0.2,0.3,nan,4730.0,0.85,0.76
91 Aqr b,91 Aqr,181.4,nan,3.2,0.027,nan,4665.0,11.0,1.4
HD 219828 b,HD 219828,3.83483,nan,0.06,0.091,nan,nan,nan,1.04
HD 220773 b,HD 220773,3724.7,nan,1.45,0.51,nan,5940.0,nan,1.16
HD 221287 b,HD 221287,456.1,nan,3.09,0.08,nan,6304.0,nan,1.25
HD 222582 b,HD 222582,572.38,nan,8.37,0.73,nan,5790.0,1.13,1.12
HD 224693 b,HD 224693,26.6904,nan,0.7,0.104,nan,5894.0,1.93,1.31
HD 22781 b,HD 22781,528.07,nan,13.65,0.8191,nan,5027.0,nan,0.75
HD 23079 b,HD 23079,730.59998,nan,2.61,0.1,nan,5974.0,1.07,1.12
HD 23127 b,HD 23127,1211.17,nan,1.527,0.406,nan,5843.0,1.49,1.21
HD 231701 b,HD 231701,141.63,nan,1.13,0.13,nan,6101.0,1.53,1.21
HD 23596 b,HD 23596,1535.11912,nan,11.914,0.282,nan,nan,nan,1.1
HD 240210 b,HD 240210,501.75,nan,5.21,0.15,nan,4297.0,nan,0.82
HD 240237 b,HD 240237,745.70001,nan,15.89,0.4,nan,3926.0,71.23,8.76
Kepler-1738 b,Kepler-1738,7.67463016,0.252,nan,nan,nan,6063.0,1.0,1.08
HD 25171 b,HD 25171,1802.29,nan,0.915,0.042,nan,6125.0,1.23,1.08
HD 2638 b,HD 2638,3.4442,nan,0.42,0.0,nan,5186.0,0.94,0.77
HD 27442 b,HD 27442,428.1,nan,1.56,0.06,nan,4846.0,nan,1.23
HD 27894 b,HD 27894,18.01939,nan,0.619,0.047,nan,nan,nan,0.81
HD 28185 b,HD 28185,385.52775,nan,5.837,0.055,nan,nan,nan,0.99
HD 28254 b,HD 28254,1333.0,nan,3.8,0.95,nan,nan,nan,1.1
HD 285968 b,HD 285968,8.7836,nan,0.026,0.0,450.0,nan,nan,0.5
HD 28678 b,HD 28678,380.2,nan,1.542,0.149,nan,4972.0,6.48,1.53
HD 290327 b,HD 290327,2443.0,nan,2.43,0.08,nan,5505.0,0.95,0.84
HD 30177 b,HD 30177,2514.53422,nan,8.403,0.207,nan,nan,nan,0.98
HD 30562 b,HD 30562,1157.0,nan,1.22,0.76,nan,5882.0,1.61,1.12
HD 30856 b,HD 30856,847.0,nan,1.547,0.061,nan,4895.0,4.4,1.17
HD 31253 b,HD 31253,466.0,nan,0.62,0.3,nan,6130.0,1.75,1.7
HD 31527 b,HD 31527,16.5535,nan,0.0329,0.1,nan,5898.0,nan,0.96
HD 31527 c,HD 31527,51.2053,nan,0.0445,0.04,nan,5898.0,nan,0.96
HD 31527 d,HD 31527,271.6737,nan,0.0372,0.24,nan,5898.0,nan,0.96
HD 32518 b,HD 32518,157.35,nan,2.849,0.028,nan,4580.0,10.22,1.13
HD 330075 b,HD 330075,3.38773,nan,0.48,0.0,nan,5000.0,0.84,0.47
HD 33142 b,HD 33142,330.0,nan,1.26,0.049,nan,5025.4,4.17,1.52
HD 33283 b,HD 33283,18.1991,nan,0.329,0.399,nan,5935.0,1.97,1.38
HD 33564 b,HD 33564,388.0,nan,9.1,0.34,nan,6250.0,nan,1.25
HD 34445 b,HD 34445,1049.0,nan,0.82,0.27,nan,5879.0,1.38,1.14
HD 3651 b,HD 3651,62.25,nan,0.228,0.645,nan,5221.0,nan,0.8
HD 37124 b,HD 37124,154.378,nan,0.675,0.054,nan,nan,nan,0.85
HD 37124 c,HD 37124,885.5,nan,0.652,0.125,nan,nan,nan,0.85
HD 37124 d,HD 37124,1862.0,nan,0.696,0.16,nan,nan,nan,0.85
HD 37605 b,HD 37605,55.01292,nan,2.69,0.6745,nan,5329.0,0.91,0.94
HD 38529 b,HD 38529,14.3099,nan,0.65,0.256,nan,nan,nan,0.98
HD 38529 c,HD 38529,2127.60566,nan,10.38,0.357,nan,nan,nan,0.98
HD 38801 b,HD 38801,685.25,nan,9.698,0.017,nan,5338.0,2.03,1.21
Kepler-1737 b,Kepler-1737,64.61750031,0.481,nan,nan,nan,5043.0,0.88,0.83
HD 39091 b,HD 39091,2088.75851,nan,12.325,0.642,nan,nan,nan,1.1
HD 40307 b,HD 40307,4.3123,nan,0.0126,0.2,nan,4956.0,nan,0.77
HD 40307 c,HD 40307,9.6184,nan,0.0208,0.06,nan,4956.0,nan,0.77
HD 40307 d,HD 40307,20.432,nan,0.0299,0.07,nan,4956.0,nan,0.77
HD 40979 b,HD 40979,264.14999,nan,4.67,0.25,nan,6165.0,1.21,1.45
HD 41004 A b,HD 41004 A,963.0,nan,2.54,0.74,nan,nan,nan,nan
HD 41004 B b,HD 41004 B,1.3283,nan,18.37,0.081,nan,nan,nan,0.4
HD 4113 b,HD 4113,526.5239,nan,1.703,0.899,nan,nan,nan,1.01
HD 4203 b,HD 4203,431.88,nan,2.23,0.52,nan,5596.0,1.42,1.25
HD 4208 b,HD 4208,832.97,nan,0.81,0.042,nan,5717.0,0.85,0.88
Kepler-272 c,Kepler-272,6.057342,0.16,nan,nan,nan,5297.0,0.93,nan
HD 4308 b,HD 4308,15.56,nan,0.05,0.0,nan,5686.0,1.02,0.93
HD 4313 b,HD 4313,356.21,nan,1.927,0.147,nan,4943.0,5.14,1.63
HD 43197 b,HD 43197,308.92072,nan,0.553,0.742,nan,nan,nan,0.96
HD 43691 b,HD 43691,36.9987,nan,2.55,0.0796,nan,6093.0,1.6,1.32
HD 44219 b,HD 44219,472.0,nan,0.58,0.41,nan,nan,nan,1.2
HD 45184 b,HD 45184,5.8854,nan,0.0384,0.07,nan,5869.0,nan,1.03
HD 45350 b,HD 45350,963.6,nan,1.79,0.778,nan,5566.0,1.26,0.98
HD 45364 b,HD 45364,225.79,nan,0.1893,0.067,nan,5466.0,0.89,0.82
HD 45364 c,HD 45364,345.43,nan,0.549,0.019,nan,5466.0,0.89,0.82
HD 45652 b,HD 45652,44.073,nan,0.433,0.607,nan,5294.0,0.94,0.92
HD 46375 b,HD 46375,3.023573,nan,0.226,0.063,nan,5285.0,nan,0.92
HD 47186 b,HD 47186,4.0845,nan,0.07,0.04,nan,5657.0,1.08,0.96
HD 47186 c,HD 47186,1353.6,nan,0.35061,0.249,nan,nan,nan,nan
HD 47536 b,HD 47536,712.13,nan,7.32,0.2,nan,4380.0,23.47,2.1
HD 48265 b,HD 48265,778.51,nan,1.525,0.211,nan,5733.0,1.9,1.31
HD 49674 b,HD 49674,4.94737,nan,0.1,0.09,nan,5602.0,1.02,1.03
HD 50499 b,HD 50499,2447.1,nan,1.636,0.266,nan,6102.0,1.35,1.25
HD 50554 b,HD 50554,1293.0,nan,4.954,0.501,nan,5987.0,1.02,1.04
HD 51608 b,HD 51608,14.0726,nan,0.0402,0.09,nan,5358.0,nan,0.8
HD 51608 c,HD 51608,95.9446,nan,0.045,0.14,nan,5358.0,nan,0.8
Kepler-273 b,Kepler-273,2.936532,0.134,nan,nan,nan,5626.0,0.81,nan
HD 52265 b,HD 52265,119.27,nan,1.21,0.27,nan,6136.0,nan,1.2
HD 5319 b,HD 5319,637.1,nan,1.556,0.092,nan,4871.0,4.06,1.27
HD 5891 b,HD 5891,177.11,nan,7.63,0.07,nan,4673.0,10.64,1.93
HD 59686 A b,HD 59686 A,299.36,nan,6.92,0.05,nan,4658.0,13.2,1.9
HD 60532 b,HD 60532,201.9,nan,1.06,0.26,nan,6245.0,2.57,1.5
HD 60532 c,HD 60532,600.1,nan,2.51,0.03,nan,6245.0,2.57,1.5
HD 62509 b,HD 62509,589.64,nan,2.3,0.02,nan,4892.63,nan,nan
HD 63454 b,HD 63454,2.81805,nan,0.25,0.0,nan,4812.0,0.77,0.42
HD 63765 b,HD 63765,358.0,nan,0.53,0.24,nan,5449.0,0.83,0.65
HD 6434 b,HD 6434,21.998,nan,0.49,0.17,nan,5769.0,1.12,1.1
Kepler-1739 b,Kepler-1739,7.34370995,0.217,nan,nan,nan,5757.0,0.76,0.86
