MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,PLX_VALUE,PMRA,PMDEC,PM_ERR_MAJA,PM_ERR_MINA,PM_ERR_ANGLE,SP_TYPE,FLUX_V,SCRIPT_NUMBER_ID
NAME TCP J05074264+2447555 b,05 07 42.7246,+24 47 56.378,14,14,0.021,0.012,90,A,O,2020yCat.1350....0G,1.375,-0.194,-7.536,0.026,0.017,90,,,0
Kepler-1791b,18 57 57.6763,+42 38 53.821,14,14,0.100,0.116,90,A,O,2020yCat.1350....0G,0.794,-0.234,-4.666,0.132,0.148,90,,,0
Kepler-1518c,20 01 19.7713,+44 59 10.114,14,14,0.009,0.010,90,A,O,2020yCat.1350....0G,1.058,-6.601,-8.452,0.012,0.013,90,,,0
Kepler-76b,19 36 46.1090,+39 37 08.340,14,14,0.009,0.010,90,A,O,2020yCat.1350....0G,1.198,-0.467,-2.522,0.011,0.012,90,,,0
Kepler-152c,19 07 27.7090,+41 59 20.681,14,14,0.012,0.013,90,A,O,2020yCat.1350....0G,2.246,-12.378,-28.131,0.016,0.017,90,,,0
K2-379b,18 52 07.6262,-27 10 49.955,14,14,0.014,0.013,90,A,O,2020yCat.1350....0G,5.451,-2.474,-43.086,0.017,0.014,90,,,0
BD+63  1405b,18 05 35.5654,+63 40 08.178,14,14,0.012,0.012,90,A,O,2020yCat.1350....0G,26.244,-26.322,248.002,0.016,0.016,90,,,0
Kepler-197c,19 40 54.3398,+50 33 32.423,14,14,0.009,0.010,90,A,O,2020yCat.1350....0G,2.923,8.526,52.997,0.013,0.014,90,,,0
TOI-2107b,19 07 11.1619,-58 41 48.479,14,14,0.027,0.026,90,A,O,2018yCat.1345....0G,4.196,3.888,-8.107,0.053,0.049,90,,,0
BD+40  3638d,19 14 45.2915,+41 09 04.210,14,14,0.010,0.010,90,A,O,2020yCat.1350....0G,3.318,1.256,-14.388,0.014,0.012,90,,,0
K2-107b,18 59 56.4921,-22 17 36.243,14,14,0.012,0.011,90,A,O,2020yCat.1350....0G,1.486,-6.270,-4.543,0.015,0.013,90,,,0
HATS-55b,07 37 08.0193,-32 45 19.515,14,14,0.008,0.010,90,A,O,2020yCat.1350....0G,1.633,-6.292,0.537,0.011,0.014,90,,,0
K2-146b,08 40 06.4242,+19 05 34.430,14,14,0.032,0.019,90,A,O,2020yCat.1350....0G,12.414,-15.914,-129.097,0.041,0.028,90,,,0
Kepler-166b,19 32 38.4339,+48 52 52.388,14,14,0.015,0.015,90,A,O,2020yCat.1350....0G,1.648,-6.685,-2.727,0.020,0.019,90,,,0
Kepler-1667b,18 54 07.9048,+48 05 39.355,14,14,0.009,0.012,90,A,O,2020yCat.1350....0G,1.605,2.076,22.041,0.012,0.014,90,,,0
Kepler-166d,19 32 38.4339,+48 52 52.388,14,14,0.015,0.015,90,A,O,2020yCat.1350....0G,1.648,-6.685,-2.727,0.020,0.019,90,,,0
HD 190007b,20 02 47.0456,+03 19 34.265,14,14,0.014,0.010,90,A,O,2020yCat.1350....0G,78.647,-90.383,119.430,0.019,0.013,90,,,0
Kepler-924b,19 22 40.4456,+40 23 51.748,14,14,0.012,0.012,90,A,O,2020yCat.1350....0G,0.903,-1.780,0.136,0.017,0.015,90,,,0
Kepler-46c,19 17 04.4929,+42 36 15.041,14,14,0.018,0.022,90,A,O,2020yCat.1350....0G,1.296,3.101,0.864,0.024,0.027,90,,,0
TOI-2064.01,16 56 31.3396,+44 18 09.548,14,14,0.009,0.009,90,A,O,2020yCat.1350....0G,4.015,-13.243,-27.016,0.011,0.014,90,,,0
Kepler-401d,19 20 19.8617,+50 51 48.538,14,14,0.010,0.009,90,A,O,2020yCat.1350....0G,1.002,-1.183,-10.884,0.012,0.011,90,,,0
Kepler-220c,19 26 01.4891,+46 53 44.783,14,14,0.010,0.011,90,A,O,2020yCat.1350....0G,5.853,-25.658,-34.137,0.015,0.014,90,,,0
K2-381b,19 12 06.4612,-21 00 27.507,14,14,0.014,0.013,90,A,O,2020yCat.1350....0G,6.851,-34.823,14.368,0.015,0.014,90,,,0
KMT-2016-BLG-1089b,17 42 23.31,-33 45 35.2,6,6,,,0,D,,2020AJ....159...91H,,,,,,0,,,0
Kepler-1390b,19 54 38.9695,+48 14 55.624,14,14,0.013,0.015,90,A,O,2020yCat.1350....0G,1.342,10.637,18.897,0.018,0.020,90,,,0
K2-130b,19 21 04.8632,-19 41 26.909,14,14,0.011,0.010,90,A,O,2020yCat.1350....0G,8.441,60.907,-15.397,0.014,0.012,90,,,0
HD  17926d,02 51 56.2461,-30 48 52.262,14,14,0.015,0.023,90,A,O,2020yCat.1350....0G,31.542,123.435,105.996,0.025,0.037,90,,,0
K2-352b,09 21 46.8434,+18 28 10.345,14,14,0.021,0.016,90,A,O,2020yCat.1350....0G,5.615,-7.265,20.324,0.028,0.023,90,,,0
TOI-620c,09 28 41.5890,-12 09 55.752,14,14,0.025,0.020,90,A,O,2020yCat.1350....0G,30.290,35.858,-389.785,0.032,0.020,90,,,0
LSPM J0106+1913b,01 06 36.9754,+19 13 33.163,14,14,0.030,0.024,90,A,O,2020yCat.1350....0G,40.452,-42.067,-222.790,0.047,0.032,90,,,0
Kepler-559b,19 46 32.8398,+43 48 10.028,14,14,0.016,0.017,90,A,O,2020yCat.1350....0G,1.284,9.225,2.083,0.020,0.021,90,,,0
TOI-3912b,14 23 12.3501,+24 04 35.635,14,14,0.008,0.009,90,A,O,2020yCat.1350....0G,2.149,7.746,-0.364,0.011,0.012,90,,,0
HD   3167d,00 34 57.5242,+04 22 53.284,14,14,0.016,0.012,90,A,O,2020yCat.1350....0G,21.136,107.569,-173.334,0.025,0.027,90,,,0
Kepler-1318b,19 21 30.3095,+41 09 02.687,14,14,0.018,0.018,90,A,O,2020yCat.1350....0G,2.150,6.098,10.737,0.024,0.023,90,,,0
NAME PM J01276+7217b,01 27 40.9728,+72 17 47.186,14,14,0.011,0.012,90,A,O,2020yCat.1350....0G,22.226,71.628,40.450,0.013,0.019,90,,,0
Kepler-2000c,19 02 17.8440,+49 57 44.237,14,14,0.020,0.025,90,A,O,2020yCat.1350....0G,3.118,-7.014,-38.647,0.027,0.032,90,,,0
HATS-76b,04 41 21.5506,-32 19 12.904,14,14,0.026,0.034,90,A,O,2018yCat.1345....0G,2.564,-5.429,-38.609,0.057,0.090,90,,,0
K2-32e,16 49 42.2601,-19 32 34.151,14,14,0.014,0.007,90,A,O,2020yCat.1350....0G,6.394,-16.662,-53.564,0.018,0.013,90,,,0
EPIC 211439059.01,08 47 53.6406,+12 13 54.870,14,14,0.449,0.274,90,A,O,2020yCat.1350....0G,4.017,2.901,-28.103,0.563,0.454,90,,,0
Kepler-221c,19 46 37.1434,+46 50 06.841,14,14,0.011,0.012,90,A,O,2020yCat.1350....0G,2.615,-2.653,-2.236,0.016,0.016,90,,,0
HD  80653b,09 21 21.4157,+14 22 04.546,14,14,0.017,0.013,90,A,O,2020yCat.1350....0G,9.260,-33.297,-14.040,0.023,0.017,90,,,0
HD 154672b,17 10 04.9107,-56 26 57.370,14,14,0.017,0.013,90,A,O,2020yCat.1350....0G,15.819,30.213,-124.135,0.017,0.014,90,,,0
Kepler-1130e,19 00 49.7878,+45 23 03.605,14,14,0.010,0.010,90,A,O,2020yCat.1350....0G,3.949,-4.599,-0.419,0.013,0.013,90,,,0
Kepler-455b,19 39 47.9634,+38 36 18.628,14,14,0.012,0.014,90,A,O,2020yCat.1350....0G,0.843,-1.745,2.836,0.015,0.017,90,,,0
BD+73   323b,06 19 10.3709,+73 49 39.587,14,14,0.015,0.019,90,A,O,2020yCat.1350....0G,4.313,-16.628,-22.275,0.017,0.024,90,,,0
TOI-3364b,09 38 09.1068,-49 20 07.018,14,14,0.011,0.011,90,A,O,2020yCat.1350....0G,3.652,-26.417,14.037,0.014,0.013,90,,,0
Kepler-945b,19 25 04.7401,+42 05 45.767,14,14,0.025,0.026,90,A,O,2020yCat.1350....0G,0.605,-2.595,-3.749,0.036,0.036,90,,,0
Kepler-1366b,19 00 15.5799,+41 33 17.557,14,14,0.029,0.029,90,A,O,2020yCat.1350....0G,2.140,-5.556,-7.116,0.037,0.039,90,,,0
K2-260b,05 07 28.1589,+16 52 03.795,14,14,0.015,0.009,90,A,O,2020yCat.1350....0G,1.470,0.646,-6.034,0.018,0.013,90,,,0
Kepler-1399b,19 33 14.8070,+46 02 30.082,14,14,0.020,0.023,90,A,O,2020yCat.1350....0G,0.746,0.001,-8.806,0.026,0.028,90,,,0
Kepler-578b,19 15 01.1886,+39 33 49.177,14,14,0.014,0.016,90,A,O,2020yCat.1350....0G,1.845,6.319,8.294,0.018,0.019,90,,,0
Kepler-308c,19 43 08.4407,+40 26 22.364,14,14,0.024,0.027,90,A,O,2020yCat.1350....0G,0.727,12.772,6.887,0.033,0.034,90,,,0
Kepler-121b,19 04 38.8956,+39 40 40.857,14,14,0.015,0.017,90,A,O,2020yCat.1350....0G,1.920,11.077,1.031,0.023,0.021,90,,,0
HD 215497b,22 46 36.7539,-56 35 58.326,14,14,0.009,0.011,90,A,O,2020yCat.1350....0G,24.657,-54.666,-61.147,0.011,0.014,90,,,0
Kepler-334d,19 08 33.7575,+47 06 54.721,14,14,0.010,0.011,90,A,O,2020yCat.1350....0G,2.361,-6.128,-19.764,0.014,0.015,90,,,0
Kepler-1666b,19 51 48.3843,+46 15 52.966,14,14,0.017,0.018,90,A,O,2020yCat.1350....0G,0.680,0.899,-2.440,0.022,0.022,90,,,0
Kepler-569b,18 54 01.7407,+48 33 09.400,14,14,0.011,0.012,90,A,O,2020yCat.1350....0G,1.534,-5.225,5.049,0.014,0.016,90,,,0
Kepler-25c,19 06 33.2141,+39 29 16.358,14,14,0.010,0.010,90,A,O,2020yCat.1350....0G,4.146,-0.303,6.109,0.014,0.013,90,,,0
Kepler-1943b,19 33 16.3910,+41 06 59.928,14,14,0.010,0.011,90,A,O,2020yCat.1350....0G,0.996,0.283,5.332,0.014,0.016,90,,,0
Kepler-56b,19 35 02.0011,+41 52 18.692,14,14,0.009,0.010,90,A,O,2020yCat.1350....0G,1.075,-6.596,-12.081,0.012,0.013,90,,,0
TOI-561d,09 52 44.5491,+06 12 58.920,14,14,0.019,0.021,90,A,O,2020yCat.1350....0G,11.834,-108.504,-61.279,0.022,0.019,90,,,0
K2-300b,22 44 57.7798,-13 54 03.269,14,14,0.046,0.036,90,A,O,2020yCat.1350....0G,6.183,-66.124,-49.700,0.062,0.043,90,,,0
NAME OGLE-2016-BLG-1800Lb,17 59 36.77,-30 51 55.3,6,6,,,0,D,,2024AJ....167..269S,,,,,,0,,,0
Kepler-1814b,19 00 52.0051,+41 16 56.829,14,14,0.022,0.024,90,A,O,2020yCat.1350....0G,1.415,-1.985,-1.781,0.032,0.032,90,,,0
Kepler-400c,19 23 46.6718,+40 28 48.306,14,14,0.346,0.369,90,A,O,2020yCat.1350....0G,1.785,-0.438,-7.540,0.470,0.457,90,,,0
NAME L 675-81b,08 40 59.2057,-23 27 22.592,14,14,0.033,0.028,90,A,O,2020yCat.1350....0G,65.877,-461.344,805.221,0.041,0.038,90,,,0
Kepler-207b,19 20 07.3247,+42 09 57.757,14,14,0.008,0.010,90,A,O,2020yCat.1350....0G,1.128,-0.064,2.746,0.012,0.014,90,,,0
Kepler-203c,19 48 21.5923,+41 23 16.986,14,14,0.011,0.012,90,A,O,2020yCat.1350....0G,1.396,-1.596,3.933,0.014,0.015,90,,,0
Kepler-1235b,18 59 36.7231,+43 57 14.231,14,14,0.010,0.012,90,A,O,2020yCat.1350....0G,1.854,9.113,25.152,0.015,0.014,90,,,0
HD 180617b,19 16 55.2565,+05 10 08.040,14,14,0.020,0.019,90,A,O,2020yCat.1350....0G,169.061,-579.081,-1332.868,0.025,0.021,90,,,0
HD 168769b,18 23 19.6345,-39 31 12.006,14,14,0.022,0.017,90,A,O,2020yCat.1350....0G,17.672,-1.784,0.193,0.028,0.021,90,,,0
Kepler-1126c,19 02 46.0806,+45 41 21.781,14,14,0.011,0.013,90,A,O,2020yCat.1350....0G,1.548,-7.712,3.609,0.014,0.015,90,,,0
HD 110067d,12 39 21.5036,+20 01 40.035,14,14,0.017,0.011,90,A,O,2020yCat.1350....0G,31.037,-81.703,-104.532,0.026,0.022,90,,,0
HD  63433b,07 49 55.0606,+27 21 47.457,14,14,0.019,0.014,90,A,O,2020yCat.1350....0G,44.685,-10.220,-11.235,0.022,0.014,90,,,0
Kepler-400b,19 23 46.6718,+40 28 48.306,14,14,0.346,0.369,90,A,O,2020yCat.1350....0G,1.785,-0.438,-7.540,0.470,0.457,90,,,0
LSPM J2041+4938b,20 41 47.4435,+49 38 48.149,14,14,0.014,0.014,90,A,O,2020yCat.1350....0G,43.440,158.334,44.342,0.019,0.019,90,,,0
HD 182488b,19 23 34.0131,+33 13 19.078,14,14,0.011,0.014,90,A,O,2020yCat.1350....0G,64.070,81.966,160.158,0.013,0.016,90,,,0
HD 211970b,22 22 16.2061,-54 33 38.204,14,14,0.012,0.015,90,A,O,2020yCat.1350....0G,76.159,-184.202,234.975,0.017,0.019,90,,,0
Kepler-1261b,19 00 55.7944,+48 48 24.193,14,14,0.021,0.021,90,A,O,2020yCat.1350....0G,1.315,0.251,-5.603,0.031,0.028,90,,,0
Kepler-418b,19 37 44.0464,+38 21 19.662,14,14,0.013,0.014,90,A,O,2020yCat.1350....0G,1.008,-0.766,2.572,0.017,0.018,90,,,0
Kepler-1321d,19 38 06.8698,+46 38 27.477,14,14,0.044,0.050,90,A,O,2020yCat.1350....0G,1.321,-4.357,-21.432,0.057,0.062,90,,,0
HD 200964c,21 06 39.8422,+03 48 11.226,14,14,0.022,0.019,90,A,O,2020yCat.1350....0G,13.766,94.748,50.418,0.029,0.022,90,,,0
Kepler-388c,18 59 18.7306,+44 36 31.408,14,14,0.124,0.131,90,A,O,2020yCat.1350....0G,1.642,2.212,-18.455,0.155,0.161,90,,,0
Kepler-213c,19 23 17.8053,+44 38 49.860,14,14,0.010,0.011,90,A,O,2020yCat.1350....0G,1.595,0.642,23.131,0.013,0.014,90,,,0
HD  33283b,05 08 01.0123,-26 47 50.894,14,14,0.012,0.015,90,A,O,2020yCat.1350....0G,11.160,56.167,-46.048,0.016,0.019,90,,,0
HD  67087c,08 07 39.7559,+31 33 04.740,14,14,0.023,0.018,90,A,O,2020yCat.1350....0G,13.074,-16.332,-37.521,0.026,0.019,90,,,0
K2-138b,23 15 47.7686,-10 50 58.895,14,14,0.013,0.013,90,A,O,2020yCat.1350....0G,4.944,-1.080,-10.675,0.017,0.015,90,,,0
NAME V* V1069 Tau b,04 18 51.7036,+17 23 16.582,14,14,0.013,0.009,90,A,O,2020yCat.1350....0G,8.224,2.935,-13.237,0.017,0.014,90,K4,,0
Kepler-1789b,18 51 27.1732,+41 47 48.036,14,14,0.013,0.013,90,A,O,2020yCat.1350....0G,1.618,-13.872,-10.128,0.017,0.017,90,,,0
Kepler-104b,19 10 25.1128,+42 10 00.255,14,14,0.009,0.009,90,A,O,2020yCat.1350....0G,2.473,4.317,-52.767,0.010,0.011,90,,,0
Kepler-920c,18 57 11.2749,+49 09 31.247,14,14,0.017,0.021,90,A,O,2020yCat.1350....0G,1.043,-6.460,-18.932,0.023,0.024,90,,,0
HAT-P-24b,07 15 18.0193,+14 15 45.408,14,14,0.012,0.011,90,A,O,2020yCat.1350....0G,2.420,8.193,-1.595,0.015,0.012,90,,,0
Kepler-208b,19 35 33.6470,+42 31 40.724,14,14,0.009,0.010,90,A,O,2020yCat.1350....0G,1.286,0.351,-8.794,0.012,0.012,90,,,0
* iot Hor b,02 42 33.4666,-50 48 01.055,14,14,0.029,0.034,90,A,O,2020yCat.1350....0G,57.613,333.716,219.423,0.035,0.042,90,,,0
Kepler-1342b,19 48 04.8139,+43 25 57.211,14,14,0.020,0.021,90,A,O,2020yCat.1350....0G,1.137,-0.558,-4.747,0.027,0.027,90,,,0
BD+15  2940b,16 00 22.9372,+15 32 48.951,14,14,0.013,0.011,90,A,O,2020yCat.1350....0G,2.455,15.231,-41.915,0.015,0.013,90,,,0
HD 108874c,12 30 26.8817,+22 52 47.377,14,14,0.019,0.021,90,A,O,2020yCat.1350....0G,16.727,127.469,-89.912,0.025,0.027,90,,,0
TOI-4329b,21 58 15.3253,+71 07 53.771,14,14,0.009,0.009,90,A,O,2020yCat.1350....0G,1.445,4.457,0.330,0.013,0.011,90,,,0
Kepler-766b,19 32 44.2855,+37 58 11.400,14,14,0.022,0.023,90,A,O,2020yCat.1350....0G,0.424,-1.632,0.528,0.028,0.029,90,,,0
Kepler-632b,19 49 00.5998,+40 17 18.555,14,14,0.819,0.957,90,C,O,2020yCat.1350....0G,,-27.100,-18.200,2.400,2.300,90,,,0
Kepler-722c,19 21 03.1938,+44 33 23.198,14,14,0.021,0.024,90,A,O,2020yCat.1350....0G,0.804,-3.364,-9.006,0.028,0.030,90,,,0
Kepler-362c,19 27 05.1949,+47 31 47.697,14,14,0.039,0.044,90,A,O,2020yCat.1350....0G,0.961,-6.704,0.788,0.051,0.055,90,,,0
Kepler-99b,19 49 24.9577,+41 18 00.214,14,14,0.012,0.013,90,A,O,2020yCat.1350....0G,4.801,1.504,-3.332,0.015,0.016,90,,,0
Kepler-801b,19 04 18.0532,+44 39 52.692,14,14,0.018,0.019,90,A,O,2020yCat.1350....0G,2.256,-6.641,-2.144,0.022,0.025,90,,,0
TOI-4184b,02 55 18.3882,-79 24 55.506,14,14,0.028,0.025,90,A,O,2020yCat.1350....0G,14.451,79.231,165.930,0.033,0.031,90,,,0
Kepler-1937b,19 22 38.0139,+40 46 42.762,14,14,0.011,0.013,90,A,O,2020yCat.1350....0G,1.093,0.145,-1.567,0.014,0.016,90,,,0
Kepler-518b,19 08 21.5983,+41 22 25.861,14,14,0.009,0.009,90,A,O,2020yCat.1350....0G,2.976,4.536,-21.559,0.012,0.011,90,,,0
Kepler-184b,19 27 48.4549,+43 04 28.973,14,14,0.012,0.012,90,A,O,2020yCat.1350....0G,1.623,-2.898,-22.696,0.016,0.016,90,,,0
NAME TIC 279401253 c,03 50 37.7059,-15 01 33.997,14,14,0.019,0.014,90,A,O,2020yCat.1350....0G,3.483,26.874,-26.601,0.024,0.018,90,,,0
Kepler-515b,19 21 58.6297,+52 03 20.153,10,10,84.000,43.000,90,B,O,2012yCat.1322....0Z,,-25.400,-69.700,4.200,3.100,90,,,0
Kepler-922b,18 58 55.5556,+49 31 59.451,14,14,0.010,0.011,90,A,O,2020yCat.1350....0G,1.832,19.053,-7.434,0.014,0.015,90,,,0
Kepler-1482b,19 01 15.3138,+48 43 30.975,14,14,0.027,0.028,90,A,O,2020yCat.1350....0G,1.792,1.996,-0.237,0.036,0.034,90,,,0
Kepler-245d,19 26 33.3541,+42 26 10.779,14,14,0.022,0.024,90,A,O,2020yCat.1350....0G,1.181,3.679,4.797,0.031,0.032,90,,,0
HATS-30b,00 22 28.4921,-59 56 33.243,14,14,0.008,0.008,90,A,O,2020yCat.1350....0G,2.912,-22.340,-5.039,0.010,0.011,90,,,0
HD  80606b,09 22 37.5768,+50 36 13.435,14,14,0.013,0.011,90,A,O,2020yCat.1350....0G,15.144,56.022,10.331,0.015,0.015,90,,,0
Kepler-618b,19 04 59.9598,+48 03 39.363,14,14,0.016,0.018,90,A,O,2020yCat.1350....0G,0.826,3.081,-2.044,0.021,0.022,90,,,0
Kepler-1174b,18 47 19.5468,+42 17 56.020,14,14,0.011,0.012,90,A,O,2020yCat.1350....0G,0.699,-2.668,-0.811,0.016,0.017,90,,,0
HD 109271c,12 33 35.5545,-11 37 18.728,14,14,0.033,0.019,90,A,O,2020yCat.1350....0G,17.908,-169.971,81.000,0.047,0.040,90,,,0
Kepler-755c,19 47 26.6455,+41 05 50.633,14,14,0.010,0.012,90,A,O,2020yCat.1350....0G,2.466,-15.449,-18.684,0.014,0.016,90,,,0
Kepler-625b,19 28 36.1086,+39 38 15.223,14,14,0.009,0.011,90,A,O,2020yCat.1350....0G,1.302,3.491,-8.519,0.011,0.013,90,,,0
Kepler-139e,18 49 34.0590,+43 53 21.647,14,14,0.009,0.009,90,A,O,2020yCat.1350....0G,2.550,5.456,16.275,0.012,0.012,90,,,0
Kepler-1448b,19 11 28.1835,+50 35 44.144,14,14,0.012,0.015,90,A,O,2020yCat.1350....0G,1.291,-2.812,-2.570,0.016,0.022,90,,,0
Kepler-989b,18 46 19.8975,+47 14 01.066,14,14,0.014,0.013,90,A,O,2020yCat.1350....0G,2.025,-17.029,-37.663,0.018,0.018,90,,,0
HD 142245b,15 52 56.2800,+15 25 50.537,14,14,0.017,0.014,90,A,O,2020yCat.1350....0G,10.237,-57.312,-21.641,0.020,0.017,90,,,0
CD-37 15287b,23 32 14.8377,-37 15 21.133,14,14,0.012,0.012,90,A,O,2020yCat.1350....0G,9.901,44.660,1.741,0.013,0.014,90,,,0
Kepler-1905b,19 30 17.6012,+46 22 00.601,14,14,0.017,0.019,90,A,O,2020yCat.1350....0G,0.943,1.417,-1.481,0.022,0.023,90,,,0
Kepler-75b,19 24 33.0185,+36 34 38.477,14,14,0.016,0.019,90,A,O,2020yCat.1350....0G,1.231,8.004,-2.465,0.022,0.023,90,,,0
Kepler-667b,19 42 13.2025,+49 01 02.378,14,14,0.020,0.020,90,A,O,2020yCat.1350....0G,0.446,-2.881,-7.401,0.026,0.027,90,,,0
Kepler-1502b,19 44 25.9021,+39 19 11.722,14,14,0.011,0.014,90,A,O,2020yCat.1350....0G,0.617,0.269,-0.660,0.014,0.016,90,,,0
Kepler-1723b,19 37 51.0525,+46 49 17.236,14,14,0.013,0.013,90,A,O,2020yCat.1350....0G,1.242,2.709,-12.148,0.017,0.016,90,,,0
HD  87883b,10 08 43.1405,+34 14 32.146,14,14,0.020,0.019,90,A,O,2020yCat.1350....0G,54.668,-64.293,-61.438,0.027,0.025,90,,,0
Kepler-189b,19 10 15.5282,+44 18 18.006,14,14,0.015,0.018,90,A,O,2020yCat.1350....0G,1.693,-11.864,14.932,0.020,0.023,90,,,0
HD  99109b,11 24 17.3585,-01 31 44.666,14,14,0.017,0.013,90,A,O,2020yCat.1350....0G,18.178,-178.689,-159.528,0.022,0.015,90,,,0
Kepler-272c,19 56 30.6090,+47 35 37.816,14,14,0.014,0.015,90,A,O,2020yCat.1350....0G,1.092,-1.902,-1.371,0.020,0.022,90,,,0
WASP-66b,10 32 53.9927,-34 59 23.457,14,14,0.020,0.020,90,A,O,2020yCat.1350....0G,1.996,11.452,-13.476,0.028,0.029,90,,,0
Kepler-1329b,18 46 35.4566,+48 16 15.658,14,14,0.025,0.028,90,A,O,2020yCat.1350....0G,1.649,-14.300,-14.860,0.033,0.033,90,,,0
TOI-2179b,01 29 46.9565,-60 44 23.836,14,14,0.009,0.009,90,A,O,2020yCat.1350....0G,3.248,18.124,10.445,0.011,0.012,90,,,0
Kepler-749b,19 59 35.3420,+43 54 14.097,14,14,0.025,0.029,90,A,O,2020yCat.1350....0G,1.317,12.641,35.018,0.031,0.035,90,,,0
Kepler-1493b,19 14 11.8023,+38 33 54.757,10,10,14.000,14.000,90,B,O,2012yCat.1322....0Z,,9.900,-1.700,2.600,2.800,90,,,0
BD+48  2893c,19 24 07.7659,+49 02 24.928,14,14,0.009,0.011,90,A,O,2020yCat.1350....0G,6.930,-7.305,-10.454,0.012,0.013,90,,,0
HD  20781b,03 20 02.9428,-28 47 01.790,14,14,0.010,0.015,90,A,O,2020yCat.1350....0G,27.812,348.869,-66.614,0.015,0.019,90,,,0
Kepler-1453b,19 04 30.1266,+47 56 51.226,14,14,0.020,0.023,90,A,O,2020yCat.1350....0G,0.809,-3.767,-1.045,0.027,0.030,90,,,0
Kepler-1436b,19 50 50.7747,+46 46 04.797,14,14,0.016,0.017,90,A,O,2020yCat.1350....0G,0.386,-1.361,-4.142,0.021,0.023,90,,,0
HD 148156b,16 28 17.2846,-46 19 03.462,14,14,0.016,0.009,90,A,O,2020yCat.1350....0G,17.507,45.530,27.874,0.020,0.015,90,,,0
HD   1605b,00 20 31.5189,+30 58 29.302,14,14,0.018,0.012,90,A,O,2020yCat.1350....0G,11.355,84.836,59.208,0.023,0.020,90,,,0
Kepler-1832b,19 59 24.4387,+43 43 55.869,14,14,0.013,0.016,90,A,O,2020yCat.1350....0G,2.003,-8.424,-29.008,0.016,0.020,90,,,0
Kepler-154e,19 19 07.3336,+49 53 47.550,14,14,0.014,0.015,90,A,O,2020yCat.1350....0G,1.069,-2.610,4.754,0.019,0.018,90,,,0
Kepler-795b,19 24 04.5628,+38 32 43.903,14,14,0.008,0.010,90,A,O,2020yCat.1350....0G,2.023,-3.050,10.233,0.011,0.012,90,,,0
HD 170707b,18 33 33.3861,-50 12 41.747,14,14,0.018,0.017,90,A,O,2020yCat.1350....0G,10.732,25.651,-22.184,0.021,0.019,90,,,0
Kepler-218c,19 41 39.0786,+46 15 59.364,14,14,0.011,0.011,90,A,O,2020yCat.1350....0G,1.493,8.129,20.888,0.015,0.015,90,,,0
Kepler-320b,19 32 51.2381,+46 10 30.406,14,14,0.009,0.011,90,A,O,2020yCat.1350....0G,1.216,3.716,7.583,0.013,0.013,90,,,0
HATS-66b,06 45 34.7572,-33 52 54.130,14,14,0.011,0.012,90,A,O,2020yCat.1350....0G,0.648,-3.316,2.559,0.015,0.015,90,,,0
Kepler-1139b,19 11 46.9470,+39 13 50.001,14,14,0.012,0.013,90,A,O,2020yCat.1350....0G,1.997,-2.523,-6.460,0.017,0.017,90,,,0
HD 158259b,17 25 24.0552,+52 47 26.469,14,14,0.020,0.018,90,A,O,2020yCat.1350....0G,37.018,-90.678,-49.702,0.026,0.023,90,,,0
Kepler-1620b,19 49 05.0182,+46 55 42.503,14,14,0.714,0.814,90,C,O,2020yCat.1350....0G,,-4.100,15.900,2.400,2.700,90,,,0
HD  72659b,08 34 03.1898,-01 34 05.582,14,14,0.018,0.011,90,A,O,2020yCat.1350....0G,19.258,-112.313,-96.386,0.026,0.018,90,,,0
NAME HD 207496 b,21 54 51.3012,-77 20 16.794,14,14,0.015,0.015,90,A,O,2020yCat.1350....0G,42.293,224.795,-186.728,0.018,0.019,90,,,0
Kepler-1311d,19 18 36.2976,+43 49 27.903,14,14,0.009,0.010,90,A,O,2020yCat.1350....0G,1.159,3.238,6.265,0.011,0.014,90,,,0
Kepler-90g,18 57 44.0383,+49 18 18.496,14,14,0.010,0.011,90,A,O,2020yCat.1350....0G,1.169,-4.350,-3.256,0.012,0.014,90,,,0
Kepler-60b,19 15 50.6983,+42 15 54.050,14,14,0.011,0.014,90,A,O,2020yCat.1350....0G,0.935,1.781,7.722,0.014,0.015,90,,,0
K2-267b,05 15 40.7538,+16 16 43.517,14,14,0.020,0.013,90,A,O,2020yCat.1350....0G,2.646,2.627,-12.926,0.024,0.018,90,,,0
BD+40  2790c,14 29 34.2426,+39 47 25.543,14,14,0.008,0.010,90,A,O,2020yCat.1350....0G,23.805,-118.071,-6.860,0.010,0.013,90,,,0
Kepler-1711b,19 52 42.5378,+42 14 13.289,10,10,22.000,12.000,90,B,O,2012yCat.1322....0Z,,5.500,6.100,3.500,1.400,90,,,0
Kepler-1250b,19 11 10.5248,+45 58 48.911,14,14,0.023,0.025,90,A,O,2020yCat.1350....0G,0.443,-5.671,-0.926,0.031,0.032,90,,,0
CD-27 15244b,21 06 31.6561,-26 41 33.476,14,14,0.020,0.015,90,A,O,2020yCat.1350....0G,2.786,-4.438,-54.154,0.023,0.019,90,,,0
HD 158259e,17 25 24.0552,+52 47 26.469,14,14,0.020,0.018,90,A,O,2020yCat.1350....0G,37.018,-90.678,-49.702,0.026,0.023,90,,,0
