source_id,ra,dec,parallax,pmra,pmdec
5937173609578842752,250.17774594795912,-51.57556424167196,0.6969264602132005,-6.591022211729802,-2.3886592919954346
5937173609578851072,250.1780194056794,-51.57448442469848,0.39054453364747477,-2.4116824799398042,-4.2115449789664385
5937173609578852736,250.18042497295562,-51.57342446793982,,,
5937173609578852864,250.1801795947839,-51.57303751670607,0.6843906976304568,-4.954403218399429,-2.1838803110556197
5937173609578857216,250.1814826973796,-51.57184347926333,0.5895164801705084,-3.6628907078776063,-4.302109135058966
5937173609578858368,250.17563361520945,-51.574544780381764,-0.0701721240703293,-2.5680406025922973,-1.944377331378122
5937173609578865536,250.17529368801567,-51.57374019718935,0.3799114766908055,-2.2340597773922775,-4.584432765390677
5937173609578871936,250.17924665404234,-51.570770607179306,,,
5937173609578872064,250.17985476214537,-51.57064311411552,0.27166994701120084,-2.3579354797361707,-5.953012472391427
5937081662906272384,251.57662479160877,-51.58720620511256,-0.1833902762614425,-3.28413206063143,-7.550795050974607
5937081662906285696,251.57344753094284,-51.58618387978239,,,
5937081662906285824,251.57372202827636,-51.58634280614936,-0.8077674706464214,-0.15797511232850023,-1.2026630294533094
5937081662906286592,251.56961911031587,-51.58809765627949,0.448271481430518,-1.6076908221783264,-4.683358796213952
5937081662906289792,251.57075426495868,-51.586986991157715,-0.03299679416255573,-1.4397614893483035,-3.4550826208605843
5937081662906297472,251.5720664815783,-51.58432982029313,-0.3173214938640059,0.22151229702381237,-6.814269696977963
5937081662906300800,251.56957210063413,-51.58474507540845,-0.12369672527725449,-2.512739261085231,-5.813965137351728
5937081662908592128,251.57628900193143,-51.6001809412678,-0.1762628903887834,-3.68879637296316,-5.8310317592725625
5937081662908594176,251.57225478972492,-51.596301001808754,,,
5937081662908595072,251.57446747580912,-51.592801728483494,0.790753351899959,1.495050421110808,-10.16212766525767
5937081662908599808,251.57074362163738,-51.58412030117254,-0.45940455682313314,-4.403954087661309,-6.30248968985706
